doi,topics,test_id,test_name,N,test_p_value,factor,effectsize_id,effectsize_measure,effectsize_value,CI_upper,CI_lower,CI_type
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,80,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,Mean diff.,0.4310,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,80,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,Error rate,1,Mean diff.,0.4310,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,81,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,Mean diff.,0.2327,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,81,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,Error rate,1,Mean diff.,0.2327,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,82,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,KLD,1.5111,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,82,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,Error rate,1,KLD,1.5111,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,83,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,KLD,1.1527,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,83,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,Error rate,1,KLD,1.1527,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,84,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,KLD,0.4968,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,84,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,Error rate,1,KLD,0.4968,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,85,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,MMD,1.3805,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,85,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,Error rate,1,MMD,1.3805,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,86,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,MMD,1.2656,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,86,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,Error rate,1,MMD,1.2656,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,87,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,MMD,1.2410,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,87,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,Error rate,1,MMD,1.2410,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,88,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,Mean diff.,0.8204,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,88,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,Backspace count,1,Mean diff.,0.8204,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,89,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,Mean diff.,3.5884,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,89,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,Backspace count,1,Mean diff.,3.5884,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,90,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,Mean diff.,2.0648,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,90,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,Backspace count,1,Mean diff.,2.0648,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,91,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,KLD,0.1328,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,91,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,Backspace count,1,KLD,0.1328,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,92,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,KLD,0.3374,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,92,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,Backspace count,1,KLD,0.3374,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,93,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,KLD,0.1059,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,93,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,Backspace count,1,KLD,0.1059,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,94,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,MMD,0.1202,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,94,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,Backspace count,1,MMD,0.1202,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,95,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,MMD,0.3785,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,95,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,Backspace count,1,MMD,0.3785,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,96,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,MMD,0.2295,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,96,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,Backspace count,1,MMD,0.2295,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,97,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,Mean diff.,0.0865,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,97,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,KSPC,1,Mean diff.,0.0865,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,98,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,Mean diff.,0.0439,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,98,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,KSPC,1,Mean diff.,0.0439,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,99,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,Mean diff.,0.0098,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,99,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,KSPC,1,Mean diff.,0.0098,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,100,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,KLD,3.5048,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,100,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,KSPC,1,KLD,3.5048,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,101,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,KLD,2.5738,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,101,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,KSPC,1,KLD,2.5738,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,102,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,KLD,0.9203,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,102,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,KSPC,1,KLD,0.9203,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,103,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,MMD,0.4665,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,103,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,KSPC,1,MMD,0.4665,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,104,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,MMD,0.4284,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,104,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,KSPC,1,MMD,0.4284,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,105,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,MMD,0.4007,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,105,Behavior-prediction accuracy with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,KSPC,1,MMD,0.4007,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,106,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,,1,R^2,0.930,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,106,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,σv,1,R^2,0.930,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,107,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,,1,R^2,0.937,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,107,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,σv,1,R^2,0.937,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,108,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,,1,R^2,0.930,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,108,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,σv,1,R^2,0.930,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,109,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,,1,R^2,0.406,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,109,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,nv,1,R^2,0.406,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,110,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,,1,R^2,0.429,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,110,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,nv,1,R^2,0.429,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,111,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,,1,R^2,0.294,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,111,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,nv,1,R^2,0.294,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,112,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,,1,R^2,0.680,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,112,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,cσ,1,R^2,0.680,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,113,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,,1,R^2,0.718,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,113,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,cσ,1,R^2,0.718,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,114,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,,1,R^2,0.698,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,114,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,cσ,1,R^2,0.698,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,115,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,,1,R^2,0.857,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,115,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,"Th, max",1,R^2,0.857,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,116,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,,1,R^2,0.854,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,116,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,"Th, max",1,R^2,0.854,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,117,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,,1,R^2,0.798,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,117,Parameter-recovery performance with the point-and-click model (Case 2),UNKNOWN,UNKNOWN,"Th, max",1,R^2,0.798,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,118,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,R^2,0.869,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,118,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,pobs,1,R^2,0.869,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,119,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,R^2,0.466,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,119,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,pobs,1,R^2,0.466,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,120,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,R^2,0.638,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,120,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,pobs,1,R^2,0.638,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,121,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,R^2,0.818,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,121,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,pobs,1,R^2,0.818,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,122,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,R^2,0.767,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,122,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,α,1,R^2,0.767,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,123,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,R^2,0.514,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,123,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,α,1,R^2,0.514,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,124,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,R^2,0.099,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,124,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,α,1,R^2,0.099,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,125,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,R^2,0.705,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,125,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,α,1,R^2,0.705,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,126,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,R^2,0.951,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,126,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,k,1,R^2,0.951,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,127,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,R^2,0.308,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,127,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,k,1,R^2,0.308,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,128,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,R^2,0.888,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,128,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,k,1,R^2,0.888,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,129,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,R^2,0.958,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,129,Performance with the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,k,1,R^2,0.958,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,130,Parameter-recovery performance for the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,R^2,0.855,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,130,Parameter-recovery performance for the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,pobs,1,R^2,0.855,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,131,Parameter-recovery performance for the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,R^2,0.818,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,131,Parameter-recovery performance for the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,pobs,1,R^2,0.818,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,132,Parameter-recovery performance for the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,R^2,0.677,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,132,Parameter-recovery performance for the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,α,1,R^2,0.677,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,133,Parameter-recovery performance for the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,R^2,0.705,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,133,Parameter-recovery performance for the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,α,1,R^2,0.705,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,134,Parameter-recovery performance for the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,R^2,0.956,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,134,Parameter-recovery performance for the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,k,1,R^2,0.956,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,135,Parameter-recovery performance for the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,,1,R^2,0.958,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581439,user models;human-centered computing;mathematics of computing,135,Parameter-recovery performance for the touchscreen-typing model (Case 3),UNKNOWN,UNKNOWN,k,1,R^2,0.958,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581261,accessibility;human-centered computing,1,Wilcoxon Signed-Rank Test,20,> 0.05,,,,,,,
10.1145/3544548.3581261,accessibility;human-centered computing,2,Wilcoxon Signed-Rank Test,20,< 0.001,,,,,,,
10.1145/3544548.3581261,accessibility;human-centered computing,3,Wilcoxon Signed-Rank Test,20,< 0.001,,,,,,,
10.1145/3544548.3581261,accessibility;human-centered computing,4,Wilcoxon Signed-Rank Test,20,< 0.01,,,,,,,
10.1145/3544548.3581261,accessibility;human-centered computing,5,Wilcoxon Signed-Rank Test,20,< 0.001,,,,,,,
10.1145/3544548.3581261,accessibility;human-centered computing,6,Wilcoxon Signed-Rank Test,20,< 0.001,,,,,,,
10.1145/3544548.3581261,accessibility;human-centered computing,7,Wilcoxon Signed-Rank Test,20,< 0.05,,,,,,,
10.1145/3544548.3581261,accessibility;human-centered computing,8,Wilcoxon Signed-Rank Test,20,> 0.05,,,,,,,
10.1145/3544548.3581261,accessibility;human-centered computing,9,Wilcoxon Signed-Rank Test,20,> 0.05,,,,,,,
10.1145/3544548.3581261,accessibility;human-centered computing,10,Mann-Whitney U Test,20,> 0.05,,,,,,,
10.1145/3544548.3581261,accessibility;human-centered computing,11,Mann-Whitney U Test,20,< 0.01,,,,,,,
10.1145/3544548.3581261,accessibility;human-centered computing,12,Mann-Whitney U Test,20,> 0.05,,,,,,,
10.1145/3544548.3581050,virtual reality;human-centered computing;user studies;empirical studies in hci,1,SSQ Scores,24,> 0.05,,,,,,,
10.1145/3544548.3581050,virtual reality;human-centered computing;user studies;empirical studies in hci,2,IPQ Scores,24,> 0.05,,,,,,,
10.1145/3544548.3581050,virtual reality;human-centered computing;user studies;empirical studies in hci,3,Speed,24,< 0.001,,1,η²,0.9,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581050,virtual reality;human-centered computing;user studies;empirical studies in hci,3,Speed,24,< 0.001,,2,η²,0.56,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581050,virtual reality;human-centered computing;user studies;empirical studies in hci,3,Speed,24,< 0.001,,3,η²,0.34,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581050,virtual reality;human-centered computing;user studies;empirical studies in hci,4,Steering,24,< 0.001,,1,η²,0.32,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581050,virtual reality;human-centered computing;user studies;empirical studies in hci,4,Steering,24,< 0.001,,2,η²,0.3,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581050,virtual reality;human-centered computing;user studies;empirical studies in hci,4,Steering,24,< 0.001,,3,η²,0.3,UNKNOWN,UNKNOWN,UNKNOWN
