doi,topics,test_id,test_name,N,test_p_value,factor,effectsize_id,effectsize_measure,effectsize_value,CI_upper,CI_lower,CI_type
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,35,Importance of features in thread-level and post-level predictive models,UNKNOWN,UNKNOWN,,2,"Feature Importance (Thread, Indian)",0,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,35,Importance of features in thread-level and post-level predictive models,UNKNOWN,UNKNOWN,,3,"Feature Importance (Post, Culture Agnostic)",0,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,35,Importance of features in thread-level and post-level predictive models,UNKNOWN,UNKNOWN,,4,"Feature Importance (Post, Indian)",0,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,36,Importance of features in thread-level and post-level predictive models,UNKNOWN,UNKNOWN,,1,"Feature Importance (Thread, Culture Agnostic)",0.161,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,36,Importance of features in thread-level and post-level predictive models,UNKNOWN,UNKNOWN,,2,"Feature Importance (Thread, Indian)",0.131,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,36,Importance of features in thread-level and post-level predictive models,UNKNOWN,UNKNOWN,,3,"Feature Importance (Post, Culture Agnostic)",0.089,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,36,Importance of features in thread-level and post-level predictive models,UNKNOWN,UNKNOWN,,4,"Feature Importance (Post, Indian)",0.063,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,37,Importance of features in thread-level and post-level predictive models,UNKNOWN,UNKNOWN,,1,"Feature Importance (Thread, Culture Agnostic)",0.156,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,37,Importance of features in thread-level and post-level predictive models,UNKNOWN,UNKNOWN,,2,"Feature Importance (Thread, Indian)",0.131,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,37,Importance of features in thread-level and post-level predictive models,UNKNOWN,UNKNOWN,,3,"Feature Importance (Post, Culture Agnostic)",0.07,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,37,Importance of features in thread-level and post-level predictive models,UNKNOWN,UNKNOWN,,4,"Feature Importance (Post, Indian)",0.063,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,38,Importance of features in thread-level and post-level predictive models,UNKNOWN,UNKNOWN,,1,"Feature Importance (Thread, Culture Agnostic)",0.005,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,38,Importance of features in thread-level and post-level predictive models,UNKNOWN,UNKNOWN,,2,"Feature Importance (Thread, Indian)",0,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,38,Importance of features in thread-level and post-level predictive models,UNKNOWN,UNKNOWN,,3,"Feature Importance (Post, Culture Agnostic)",0.019,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,38,Importance of features in thread-level and post-level predictive models,UNKNOWN,UNKNOWN,,4,"Feature Importance (Post, Indian)",0,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,39,"AUC of thread-level models in non-Indian and Indian datasets, Tested on Indian test set, Trained on Indian train set",62,UNKNOWN,,1,AUC,0.90,UNKNOWN,UNKNOWN,95% CI
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,40,"AUC of thread-level models in non-Indian and Indian datasets, Tested on Indian test set, Trained on non-Indian train set",62,UNKNOWN,,1,AUC,0.74,UNKNOWN,UNKNOWN,95% CI
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,41,"AUC of thread-level models in non-Indian and Indian datasets, Tested on non-Indian test set, Trained on Indian train set",62,UNKNOWN,,1,AUC,0.68,UNKNOWN,UNKNOWN,95% CI
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,42,"AUC of thread-level models in non-Indian and Indian datasets, Tested on non-Indian test set, Trained on non-Indian train set",62,UNKNOWN,,1,AUC,0.86,UNKNOWN,UNKNOWN,95% CI
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,43,Post-level AUC for models trained on the Culturally Agnostic dataset,791,UNKNOWN,,1,AUC,0.91,UNKNOWN,UNKNOWN,95% CI
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,44,"Post-level AUC for models trained on the Culturally Agnostic dataset, only non-OP posts",791,UNKNOWN,,1,AUC,0.92,UNKNOWN,UNKNOWN,95% CI
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,45,"Post-level AUC for models trained on the Culturally Agnostic dataset, only OP posts",791,UNKNOWN,,1,AUC,0.7,UNKNOWN,UNKNOWN,95% CI
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,46,Post-level AUC for models trained on the Indian dataset,62,UNKNOWN,,1,AUC,0.92,UNKNOWN,UNKNOWN,95% CI
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,47,"Post-level AUC for models trained on the Indian dataset, only non-OP posts",62,UNKNOWN,,1,AUC,0.92,UNKNOWN,UNKNOWN,95% CI
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,48,"Post-level AUC for models trained on the Indian dataset, only OP posts",62,UNKNOWN,,1,AUC,0.669,UNKNOWN,UNKNOWN,95% CI
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,49,"AUC of post-level models in non-Indian and Indian datasets, Tested on Indian test set, Trained on Indian train set",62,UNKNOWN,,1,AUC,0.91,UNKNOWN,UNKNOWN,95% CI
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,50,"AUC of post-level models in non-Indian and Indian datasets, Tested on Indian test set, Trained on non-Indian train set",62,UNKNOWN,,1,AUC,0.55,UNKNOWN,UNKNOWN,95% CI
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,51,"AUC of post-level models in non-Indian and Indian datasets, Tested on non-Indian test set, Trained on Indian train set",62,UNKNOWN,,1,AUC,0.59,UNKNOWN,UNKNOWN,95% CI
10.1145/3290605.3300294,social network analysis;human-centered computing;computing methodologies,52,"AUC of post-level models in non-Indian and Indian datasets, Tested on non-Indian test set, Trained on non-Indian train set",62,UNKNOWN,,1,AUC,0.93,UNKNOWN,UNKNOWN,95% CI
10.1145/3290605.3300489,empirical studies in hci;human-centered computing;empirical studies in collaborative and social computing;collaborative and social computing,1,Paired-samples t-test,16742,0.001,,1,r,0.22,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300489,empirical studies in hci;human-centered computing;empirical studies in collaborative and social computing;collaborative and social computing,2,Paired-samples t-test,1346,0.796,,1,r,0.007,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300489,empirical studies in hci;human-centered computing;empirical studies in collaborative and social computing;collaborative and social computing,3,Paired-samples t-test,560,0.885,,1,r,0.005,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300489,empirical studies in hci;human-centered computing;empirical studies in collaborative and social computing;collaborative and social computing,4,Paired-samples t-test,16742,0.001,,1,r,0.50,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300489,empirical studies in hci;human-centered computing;empirical studies in collaborative and social computing;collaborative and social computing,5,Paired-samples t-test,1346,0.001,,1,r,0.13,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300489,empirical studies in hci;human-centered computing;empirical studies in collaborative and social computing;collaborative and social computing,6,Paired-samples t-test,560,0.588,,1,r,0.002,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,1,Repeated Measures ANOVA,40,0.74,,1,η2,0.008,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,1,Repeated Measures ANOVA,40,0.74,Flow,1,η2,0.008,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,2,Repeated Measures ANOVA,40,0.13,,1,η2,0.05,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,2,Repeated Measures ANOVA,40,0.13,Game Flow,1,η2,0.05,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,3,Repeated Measures ANOVA,40,0.06,,1,η2,0.07,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,3,Repeated Measures ANOVA,40,0.06,Worry,1,η2,0.07,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,4,Repeated Measures ANOVA,40,0.003,,1,η2,0.17,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,4,Repeated Measures ANOVA,40,0.003,Immersion,1,η2,0.17,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,5,Repeated Measures ANOVA,40,0.33,,1,η2,0.03,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,5,Repeated Measures ANOVA,40,0.33,Enjoyment,1,η2,0.03,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,6,Repeated Measures ANOVA,40,0.2,,1,η2,0.04,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,6,Repeated Measures ANOVA,40,0.2,Motivation,1,η2,0.04,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,7,Repeated Measures ANOVA,40,0.007,,1,η2,0.12,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,7,Repeated Measures ANOVA,40,0.007,Optimal Challenge,1,η2,0.12,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,8,Repeated Measures ANOVA,40,0.83,,1,η2,0.005,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,8,Repeated Measures ANOVA,40,0.83,Feeling Overwhelmed,1,η2,0.005,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,9,Repeated Measures ANOVA,40,0.01,,1,η2,0.1,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,9,Repeated Measures ANOVA,40,0.01,Insufficient Challenge,1,η2,0.1,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,10,Repeated Measures ANOVA,40,0.08,,1,η2,0.06,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,10,Repeated Measures ANOVA,40,0.08,Aware of Music,1,η2,0.06,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,11,Repeated Measures ANOVA,40,0.03,,1,η2,0.09,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,11,Repeated Measures ANOVA,40,0.03,Remember Music,1,η2,0.09,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,12,Repeated Measures ANOVA,40,0.003,,1,η2,0.15,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,12,Repeated Measures ANOVA,40,0.003,Importance Music,1,η2,0.15,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,13,Repeated Measures ANOVA,40,<0.001,,1,η2,0.17,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300318,empirical studies in hci;human-centered computing;computer games;applied computing,13,Repeated Measures ANOVA,40,<0.001,Motivation Music,1,η2,0.17,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,1,Repeated-measures ANOVA for Rotation Profile Recognition Accuracy,12,< 0.05,,1,F,2.83,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,1,Repeated-measures ANOVA for Rotation Profile Recognition Accuracy,12,< 0.05,,2,F,31.14,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,1,Repeated-measures ANOVA for Rotation Profile Recognition Accuracy,12,< 0.05,Force Profile,1,F,2.83,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,1,Repeated-measures ANOVA for Rotation Profile Recognition Accuracy,12,< 0.05,Force Profile,2,F,31.14,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,1,Repeated-measures ANOVA for Rotation Profile Recognition Accuracy,12,2.82,Cognitive Task,1,F,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,2,Repeated-measures ANOVA for Tilt Profile Recognition Accuracy,12,< 0.05,,1,F,1,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,2,Repeated-measures ANOVA for Tilt Profile Recognition Accuracy,12,< 0.05,,2,F,11,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,2,Repeated-measures ANOVA for Tilt Profile Recognition Accuracy,12,0.15,Force Profile,1,F,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,2,Repeated-measures ANOVA for Tilt Profile Recognition Accuracy,12,< 0.05,Cognitive Task,1,F,1,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,2,Repeated-measures ANOVA for Tilt Profile Recognition Accuracy,12,< 0.05,Cognitive Task,2,F,11,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,3,Repeated-measures ANOVA for Rolling Profile Recognition Accuracy,12,< 0.05,,1,F,3.01,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,3,Repeated-measures ANOVA for Rolling Profile Recognition Accuracy,12,< 0.05,,2,F,33.91,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,3,Repeated-measures ANOVA for Rolling Profile Recognition Accuracy,12,< 0.05,Force Profile,1,F,3.01,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,3,Repeated-measures ANOVA for Rolling Profile Recognition Accuracy,12,< 0.05,Force Profile,2,F,33.91,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,3,Repeated-measures ANOVA for Rolling Profile Recognition Accuracy,12,0.39,Cognitive Task,1,F,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,4,Repeated-measures ANOVA for Rotation Response Time,12,< 0.05,,1,F,2.29,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,4,Repeated-measures ANOVA for Rotation Response Time,12,< 0.05,,2,F,25.19,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,4,Repeated-measures ANOVA for Rotation Response Time,12,< 0.05,Force Profile,1,F,2.29,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,4,Repeated-measures ANOVA for Rotation Response Time,12,< 0.05,Force Profile,2,F,25.19,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,4,Repeated-measures ANOVA for Rotation Response Time,12,< 0.05,Cognitive Task,1,F,1,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,4,Repeated-measures ANOVA for Rotation Response Time,12,< 0.05,Cognitive Task,2,F,11,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,5,Repeated-measures ANOVA for Tilt Response Time,12,< 0.01,,1,F,2.47,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,5,Repeated-measures ANOVA for Tilt Response Time,12,< 0.01,,2,F,27.19,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,5,Repeated-measures ANOVA for Tilt Response Time,12,< 0.01,Force Profile,1,F,2.47,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,5,Repeated-measures ANOVA for Tilt Response Time,12,< 0.01,Force Profile,2,F,27.19,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,5,Repeated-measures ANOVA for Tilt Response Time,12,.19,Cognitive Task,1,F,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,6,Repeated-measures ANOVA for Rolling Response Time,12,< 0.01,,1,F,2.50,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,6,Repeated-measures ANOVA for Rolling Response Time,12,< 0.01,,2,F,27.57,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,6,Repeated-measures ANOVA for Rolling Response Time,12,< 0.01,Force Profile,1,F,2.50,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,6,Repeated-measures ANOVA for Rolling Response Time,12,< 0.01,Force Profile,2,F,27.57,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,6,Repeated-measures ANOVA for Rolling Response Time,12,< 0.05,Cognitive Task,1,F,1,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,6,Repeated-measures ANOVA for Rolling Response Time,12,< 0.05,Cognitive Task,2,F,11,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,7,Repeated-measures ANOVA for Number of Attempts and Subjective Ratings,12,< 0.05,,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,7,Repeated-measures ANOVA for Number of Attempts and Subjective Ratings,12,< 0.05,Force Profile,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300902,haptic devices;human-centered computing,7,Repeated-measures ANOVA for Number of Attempts and Subjective Ratings,12,> 0.05,Cognitive Task,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,1,Friedman Test,11,0.0146,,1,r,0.43,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,1,Friedman Test,11,0.0467,Traditional vs. Half-body AR,1,r,0.43,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,1,Friedman Test,11,1,Traditional vs. Full-body AR,,,,,,
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,1,Friedman Test,11,0.3622,Half-body AR vs. Full-body AR,,,,,,
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,2,Friedman Test,12,0.048,,,,,,,
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,2,Friedman Test,12,0.1588,Traditional vs. Half-body AR,,,,,,
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,2,Friedman Test,12,0.2994,Traditional vs. Full-body AR,,,,,,
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,2,Friedman Test,12,1,Half-body AR vs. Full-body AR,,,,,,
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,3,Friedman Test,12,0.0258,,1,r,0.41,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,3,Friedman Test,12,0.1259,Traditional vs. Half-body AR,,,,,,
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,3,Friedman Test,12,0.0447,Traditional vs. Full-body AR,1,r,0.41,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,3,Friedman Test,12,1,Half-body AR vs. Full-body AR,,,,,,
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,4,Friedman Test,11,0.0429,,,,,,,
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,4,Friedman Test,11,1,Traditional vs. Half-body AR,,,,,,
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,4,Friedman Test,11,0.1793,Traditional vs. Full-body AR,,,,,,
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,4,Friedman Test,11,0.2669,Half-body AR vs. Full-body AR,,,,,,
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,5,Mann-Whitney U Test,23,0.037,,1,r,0.44,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,6,Mann-Whitney U Test,23,0.025,,1,r,0.48,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,7,Kolmogorov-Smirnov Test,23,0.5176,,,,,,,
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,8,Mann-Whitney U Test,23,0.0677,,,,,,,
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,9,Mann-Whitney U Test,23,0.5687,,,,,,,
10.1145/3290605.3300762,mixed / augmented reality;human-centered computing;empirical studies in accessibility;accessibility,10,Kolmogorov-Smirnov Test,23,1,,,,,,,
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,1,Friedman's ANOVA,18,UNKNOWN,,1,χ2,19,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,1,Friedman's ANOVA,18,7.485e-05,Seven-League Boots,1,χ2,19,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,1,Friedman's ANOVA,18,UNKNOWN,Eye-Level Scaling,,,,,,
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,1,Friedman's ANOVA,18,UNKNOWN,Ground-Level Scaling,,,,,,
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,2,Friedman's ANOVA,18,UNKNOWN,,1,χ2,28,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,2,Friedman's ANOVA,18,8.315e-07,Ground-Level Scaling,1,χ2,28,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,2,Friedman's ANOVA,18,UNKNOWN,Seven-League Boots,,,,,,
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,2,Friedman's ANOVA,18,UNKNOWN,Eye-Level Scaling,,,,,,
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,3,Repeated Measures ANOVA,18,UNKNOWN,,1,F,4.4,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,3,Repeated Measures ANOVA,18,< 0.001,Gain,1,F,4.4,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,3,Repeated Measures ANOVA,18,< 0.01,Condition,1,F,9.8,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,3,Repeated Measures ANOVA,18,< 0.003,Gain x Condition,1,F,4.5,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,4,Pearson Correlation,UNKNOWN,0.008,,1,cor,0.35,0.56,0.094,95%
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,5,Pearson Correlation,UNKNOWN,0.031,,1,cor,-0.16,-0.01,-0.29,95%
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,6,Repeated Measures ANOVA,18,UNKNOWN,,1,F,6.6,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,6,Repeated Measures ANOVA,18,0.003,Gain,1,F,6.6,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,6,Repeated Measures ANOVA,18,< 0.001,Condition,1,F,449.4,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,6,Repeated Measures ANOVA,18,< 0.001,Gain x Condition,1,F,14.2,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,7,Pearson Correlation,UNKNOWN,0.0007,,1,cor,-0.44,-0.2,-0.63,95%
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,8,Pearson Correlation,UNKNOWN,0.0008,,1,cor,0.44,0.63,0.2,95%
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,9,Repeated Measures ANOVA,18,UNKNOWN,,1,F,11.6,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,9,Repeated Measures ANOVA,18,< 0.001,Gain,1,F,11.6,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,9,Repeated Measures ANOVA,18,< 0.001,Condition,1,F,65,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3290605.3300752,user studies;human-centered computing;virtual reality,9,Repeated Measures ANOVA,18,< 0.001,Gain x Condition,1,F,20,UNKNOWN,UNKNOWN,UNKNOWN
