doi,topics,test_id,test_name,N,test_p_value,factor,effectsize_id,effectsize_measure,effectsize_value,CI_upper,CI_lower,CI_type,N_found,test_p_value_found,effectsize_measure_found,effectsize_value_found,CI_upper_found,CI_lower_found,CI_type_found
10.1145/3411764.3445676,accessibility;human-centered computing;haptic devices,17,Task Completion Time and RMS Deviation - Drone (T3),10,UNKNOWN,,2.0,RMS Deviation,8.80,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445676,accessibility;human-centered computing;haptic devices,18,Task Completion Time and RMS Deviation - Drone (T4),10,UNKNOWN,,1.0,Task Completion Time,20.01,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445676,accessibility;human-centered computing;haptic devices,18,Task Completion Time and RMS Deviation - Drone (T4),10,UNKNOWN,,2.0,RMS Deviation,4.67,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445676,accessibility;human-centered computing;haptic devices,19,Task Completion Time and RMS Deviation - Drone (T5),10,UNKNOWN,,1.0,Task Completion Time,14.20,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445676,accessibility;human-centered computing;haptic devices,19,Task Completion Time and RMS Deviation - Drone (T5),10,UNKNOWN,,2.0,RMS Deviation,7.55,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445676,accessibility;human-centered computing;haptic devices,20,Task Completion Time and RMS Deviation - Drone (T6),10,UNKNOWN,,1.0,Task Completion Time,11.48,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445676,accessibility;human-centered computing;haptic devices,20,Task Completion Time and RMS Deviation - Drone (T6),10,UNKNOWN,,2.0,RMS Deviation,5.49,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445676,accessibility;human-centered computing;haptic devices,21,Task Completion Time and RMS Deviation - Drone (T7),10,UNKNOWN,,1.0,Task Completion Time,25.99,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445676,accessibility;human-centered computing;haptic devices,21,Task Completion Time and RMS Deviation - Drone (T7),10,UNKNOWN,,2.0,RMS Deviation,6.01,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445676,accessibility;human-centered computing;haptic devices,22,Task Completion Time and RMS Deviation - Drone (T8),10,UNKNOWN,,1.0,Task Completion Time,13.98,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445676,accessibility;human-centered computing;haptic devices,22,Task Completion Time and RMS Deviation - Drone (T8),10,UNKNOWN,,2.0,RMS Deviation,7.74,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445676,accessibility;human-centered computing;haptic devices,23,Task Completion Time and RMS Deviation - Drone (T9),10,UNKNOWN,,1.0,Task Completion Time,24.31,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445676,accessibility;human-centered computing;haptic devices,23,Task Completion Time and RMS Deviation - Drone (T9),10,UNKNOWN,,2.0,RMS Deviation,6.76,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445676,accessibility;human-centered computing;haptic devices,24,Task Completion Time and RMS Deviation - Drone (T10),10,UNKNOWN,,1.0,Task Completion Time,21.57,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445676,accessibility;human-centered computing;haptic devices,24,Task Completion Time and RMS Deviation - Drone (T10),10,UNKNOWN,,2.0,RMS Deviation,5.60,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,1,Two-sided two-proportion z test,UNKNOWN,0.808,,1.0,Consistency,UNKNOWN,UNKNOWN,UNKNOWN,95% CI,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,2,Two-tailed two-proportion z test and McNemar's Chi-Squared,UNKNOWN,< 0.01,,1.0,Paired Mean Difference,-0.169,-0.073,-0.281,95% CI,True,True,False,False,False,False,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,3,McNemar's Chi-Squared,UNKNOWN,< 0.05,,1.0,Consistency,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,4,"Two-tailed, two-proportion z test",400,< 10^-32,,1.0,Divergence from Predispositions,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False,False,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,5,"Two-sided, two-proportion z test",UNKNOWN,0.303,,1.0,Conformity to Pre-Existing Majority,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,6,Manipulation Check,UNKNOWN,0.532,,1.0,Accuracy of Answering Manipulation Check,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,7,Consistency Comparison,UNKNOWN,UNKNOWN,,1.0,Mean Consistency,62.92%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,7,Consistency Comparison,UNKNOWN,UNKNOWN,,2.0,Mean Consistency,63.88%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,7,Consistency Comparison,UNKNOWN,UNKNOWN,,3.0,Mean Consistency,66.70%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,7,Consistency Comparison,UNKNOWN,UNKNOWN,,4.0,Mean Consistency,46.07%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,8,Consistency Comparison,UNKNOWN,UNKNOWN,,1.0,95% Confidence Interval,"(0.558, 0.700)",0.700,0.558,95% CI,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,8,Consistency Comparison,UNKNOWN,UNKNOWN,,2.0,95% Confidence Interval,"(0.607, 0.670)",0.670,0.607,95% CI,True,True,True,False,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,8,Consistency Comparison,UNKNOWN,UNKNOWN,,3.0,95% Confidence Interval,"(0.636, 0.698)",0.698,0.636,95% CI,True,True,True,False,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,8,Consistency Comparison,UNKNOWN,UNKNOWN,,4.0,95% Confidence Interval,"(0.387, 0.534)",0.534,0.387,95% CI,True,True,True,False,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,9,Consistency Comparison with Ties Removed,UNKNOWN,UNKNOWN,,1.0,Mean Consistency,62.71%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,9,Consistency Comparison with Ties Removed,UNKNOWN,UNKNOWN,,2.0,Mean Consistency,63.88%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,9,Consistency Comparison with Ties Removed,UNKNOWN,UNKNOWN,,3.0,Mean Consistency,66.70%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,9,Consistency Comparison with Ties Removed,UNKNOWN,UNKNOWN,,4.0,Mean Consistency,45.14%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,10,Consistency Comparison with Ties Removed,UNKNOWN,UNKNOWN,,1.0,95% Confidence Interval,"(0.556, 0.698)",0.698,0.556,95% CI,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,10,Consistency Comparison with Ties Removed,UNKNOWN,UNKNOWN,,2.0,95% Confidence Interval,"(0.607, 0.670)",0.670,0.607,95% CI,True,True,True,False,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,10,Consistency Comparison with Ties Removed,UNKNOWN,UNKNOWN,,3.0,95% Confidence Interval,"(0.636, 0.698)",0.698,0.636,95% CI,True,True,True,False,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,10,Consistency Comparison with Ties Removed,UNKNOWN,UNKNOWN,,4.0,95% Confidence Interval,"(0.378, 0.525)",0.525,0.378,95% CI,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,11,Consistency Comparison for Case Pairs,128,UNKNOWN,,1.0,Consistency,68.2%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,11,Consistency Comparison for Case Pairs,128,UNKNOWN,,2.0,Consistency,65.1%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,12,Consistency Comparison for Case Pairs,128,UNKNOWN,,1.0,95% Confidence Interval,"(0.594, 0.761)",0.761,0.594,95% CI,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,12,Consistency Comparison for Case Pairs,128,UNKNOWN,,2.0,95% Confidence Interval,"(0.562, 0.733)",0.733,0.562,95% CI,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,13,Balance Comparison for Case 1,128,UNKNOWN,,1.0,Balance,50.4%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,13,Balance Comparison for Case 1,128,UNKNOWN,,2.0,Balance,41.4%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,14,Balance Comparison for Case 2,128,UNKNOWN,,1.0,Balance,44.5%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,14,Balance Comparison for Case 2,128,UNKNOWN,,2.0,Balance,55.4%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,15,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,1.0,Range,0–1,UNKNOWN,UNKNOWN,UNKNOWN,False,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,15,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,2.0,Median,1,UNKNOWN,UNKNOWN,UNKNOWN,False,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,15,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,3.0,Mean (μ),0.891,UNKNOWN,UNKNOWN,UNKNOWN,False,True,False,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,15,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,4.0,Standard Deviation (σ),0.312,UNKNOWN,UNKNOWN,UNKNOWN,False,True,False,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,16,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,1.0,Range,0–2,UNKNOWN,UNKNOWN,UNKNOWN,False,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,16,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,2.0,Median,2,UNKNOWN,UNKNOWN,UNKNOWN,False,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,16,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,3.0,Mean (μ),1.637,UNKNOWN,UNKNOWN,UNKNOWN,False,True,False,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,16,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,4.0,Standard Deviation (σ),0.611,UNKNOWN,UNKNOWN,UNKNOWN,False,True,False,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,17,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,1.0,Range,0–2,UNKNOWN,UNKNOWN,UNKNOWN,False,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,17,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,2.0,Median,2,UNKNOWN,UNKNOWN,UNKNOWN,False,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,17,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,3.0,Mean (μ),1.746,UNKNOWN,UNKNOWN,UNKNOWN,False,True,False,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,17,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,4.0,Standard Deviation (σ),0.503,UNKNOWN,UNKNOWN,UNKNOWN,False,True,False,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,18,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,1.0,Range,1–5,UNKNOWN,UNKNOWN,UNKNOWN,False,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,18,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,2.0,Median,4,UNKNOWN,UNKNOWN,UNKNOWN,False,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,18,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,3.0,Mean (μ),3.594,UNKNOWN,UNKNOWN,UNKNOWN,False,True,False,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,18,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,4.0,Standard Deviation (σ),0.882,UNKNOWN,UNKNOWN,UNKNOWN,False,True,False,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,19,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,1.0,Range,-1–1,UNKNOWN,UNKNOWN,UNKNOWN,False,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,19,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,2.0,Median,1,UNKNOWN,UNKNOWN,UNKNOWN,False,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,19,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,3.0,Mean (μ),0.542,UNKNOWN,UNKNOWN,UNKNOWN,False,True,False,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,19,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,4.0,Standard Deviation (σ),0.596,UNKNOWN,UNKNOWN,UNKNOWN,False,True,False,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,20,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,1.0,Range,-1–1,UNKNOWN,UNKNOWN,UNKNOWN,False,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,20,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,2.0,Median,1,UNKNOWN,UNKNOWN,UNKNOWN,False,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,20,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,3.0,Mean (μ),0.737,UNKNOWN,UNKNOWN,UNKNOWN,False,True,False,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,20,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,4.0,Standard Deviation (σ),0.548,UNKNOWN,UNKNOWN,UNKNOWN,False,True,False,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,21,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,1.0,Range,-1–1,UNKNOWN,UNKNOWN,UNKNOWN,False,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,21,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,2.0,Median,1,UNKNOWN,UNKNOWN,UNKNOWN,False,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,21,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,3.0,Mean (μ),0.747,UNKNOWN,UNKNOWN,UNKNOWN,False,True,False,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,21,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,4.0,Standard Deviation (σ),0.534,UNKNOWN,UNKNOWN,UNKNOWN,False,True,False,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,22,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,1.0,Range,-1–1,UNKNOWN,UNKNOWN,UNKNOWN,False,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,22,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,2.0,Median,1,UNKNOWN,UNKNOWN,UNKNOWN,False,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,22,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,3.0,Mean (μ),0.641,UNKNOWN,UNKNOWN,UNKNOWN,False,True,False,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,22,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,4.0,Standard Deviation (σ),0.608,UNKNOWN,UNKNOWN,UNKNOWN,False,True,False,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,23,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,1.0,Range,1–5,UNKNOWN,UNKNOWN,UNKNOWN,False,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,23,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,2.0,Median,4,UNKNOWN,UNKNOWN,UNKNOWN,False,True,True,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,23,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,3.0,Mean (μ),3.676,UNKNOWN,UNKNOWN,UNKNOWN,False,True,False,True,True,True,True
10.1145/3411764.3445433,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,23,Deliberation Quality Analysis,788 ratings across 356 transcripts,UNKNOWN,,4.0,Standard Deviation (σ),0.881,UNKNOWN,UNKNOWN,UNKNOWN,False,True,False,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,1,ANOVA on Suggestion Usage,36,< .0001,,1.0,F,80.5,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,1,ANOVA on Suggestion Usage,36,< .0001,,2.0,F,32.8,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,1,ANOVA on Suggestion Usage,36,< .0001,,3.0,F,24.4,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,1,ANOVA on Suggestion Usage,36,< .0001,Device,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,1,ANOVA on Suggestion Usage,36,< .0001,Accuracy,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,1,ANOVA on Suggestion Usage,36,< .0001,Device × Accuracy Interaction,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,2,ANOVA on Keystroke Saving,36,< .0001,,1.0,F,66.6,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,2,ANOVA on Keystroke Saving,36,< .0001,,2.0,F,49.8,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,2,ANOVA on Keystroke Saving,36,< .0001,,3.0,F,28.9,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,2,ANOVA on Keystroke Saving,36,< .0001,Device,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,2,ANOVA on Keystroke Saving,36,< .0001,Accuracy,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,2,ANOVA on Keystroke Saving,36,< .0001,Device × Accuracy Interaction,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,3,ANOVA on Entry Speed,36,< .0001,,1.0,F,118.0,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,3,ANOVA on Entry Speed,36,< .0001,,2.0,F,8.6,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,3,ANOVA on Entry Speed,36,< .0001,Device,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,3,ANOVA on Entry Speed,36,< .0001,Accuracy,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,4,Correlation between Natural Entry Speed and Keystroke Saving,36,< .0001,,1.0,Kendall's tau,-0.33,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,4,Correlation between Natural Entry Speed and Keystroke Saving,36,< .0001,,2.0,Kendall's tau,-0.62,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,4,Correlation between Natural Entry Speed and Keystroke Saving,36,< .0001,,3.0,Kendall's tau,-0.56,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,5,Correlation between Entry Speed Improvement and Typing Speed,36,< .0001,,1.0,Kendall's tau,-0.36,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,5,Correlation between Entry Speed Improvement and Typing Speed,36,< .0001,,2.0,Kendall's tau,-0.50,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,6,ANOVA on Perceived Accuracy,36,< .0001,,1.0,F,0.32,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,6,ANOVA on Perceived Accuracy,36,< .0001,,2.0,F,74.36,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,6,ANOVA on Perceived Accuracy,36,< .0001,,3.0,F,2.09,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,6,ANOVA on Perceived Accuracy,36,.73,Device,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,6,ANOVA on Perceived Accuracy,36,< .0001,Accuracy,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,6,ANOVA on Perceived Accuracy,36,.09,Device × Accuracy Interaction,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,7,ANOVA on Perceived Usability,36,< .0001,,1.0,F,22.09,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,7,ANOVA on Perceived Usability,36,< .0001,,2.0,F,0.16,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,7,ANOVA on Perceived Usability,36,< .0001,,3.0,F,0.23,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,7,ANOVA on Perceived Usability,36,< .0001,Device,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,7,ANOVA on Perceived Usability,36,.85,Accuracy,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,7,ANOVA on Perceived Usability,36,.92,Device × Accuracy Interaction,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,8,ANOVA on Satisfaction,36,< .001,,1.0,F,5.38,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445725,interaction techniques;human-centered computing;text input,8,ANOVA on Satisfaction,36,< .001,,2.0,F,7.61,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
