doi,test_id,test_name,N,test_p_value,factor,effectsize_id,effectsize_measure,effectsize_value,CI_upper,CI_lower,CI_type,test_name_correct,ES_correct,ES_name_correct,p_vals_correct,Ns_correct,Cis.correct,fully_correct,added_info,added_undectably_wrong_info,missing,double.reported,format_error,problem_reason,done
10.1145/3313831.3376772,52,Mann-Whitney U test corrected with Holm's sequential Bonferroni procedure,16,<.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3313831.3376772,53,Mann-Whitney U test corrected with Holm's sequential Bonferroni procedure,16,<.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3313831.3376772,54,Mann-Whitney U test corrected with Holm's sequential Bonferroni procedure,16,>.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3313831.3376772,55,Aligned Rank Transform (ART) based ANOVA main effect,32,<.0001,,1,,,,,,1,,,1,1,,1,,,,,,,done
10.1145/3313831.3376772,56,Aligned Rank Transform (ART) based ANOVA main effect,32,,,1,,,,,,,,,,,,1,,,,,,,done
10.1145/3313831.3376772,56,Aligned Rank Transform (ART) based ANOVA main effect,32,<.0001,main effect,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3313831.3376772,56,Aligned Rank Transform (ART) based ANOVA main effect,32,>.05,main effect,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3313831.3376772,56,Aligned Rank Transform (ART) based ANOVA main effect,32,>.05,interaction effect,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3313831.3376772,57,Mann-Whitney U test corrected with Holm's sequential Bonferroni procedure,16,<.0001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3313831.3376772,58,Mann-Whitney U test corrected with Holm's sequential Bonferroni procedure,16,<.0001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3313831.3376772,59,Mann-Whitney U test corrected with Holm's sequential Bonferroni procedure,16,<.0001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3313831.3376772,60,Mann-Whitney U test corrected with Holm's sequential Bonferroni procedure,16,<.01,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3313831.3376772,61,Mann-Whitney U test corrected with Holm's sequential Bonferroni procedure,16,<.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3313831.3376772,62,Mann-Whitney U test corrected with Holm's sequential Bonferroni procedure,16,<.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445109,1,repeated measure ANOVA,151,,,1,,,,,,1,,,,1,,1,,,,,,,done
10.1145/3411764.3445109,1,repeated measure ANOVA,151,<.001,main effect (with Greenhouse-Geisser sphericity correction),1,η^2p,.05,,,,,1,1,,1,,1,,,,1,,,done
10.1145/3411764.3445109,1,repeated measure ANOVA,151,.39,main effect,1,η^2p,.005,,,,,1,1,1,1,,1,,,,,,,done
10.1145/3411764.3445109,1,repeated measure ANOVA,151,.001,interaction effect with control variable,1,η^2p,.05,,,,,,1,,1,,1,,,,,,,done
10.1145/3411764.3445109,1,repeated measure ANOVA,151,.02,interaction effect with control variable,1,η^2p,.04,,,,,,1,,1,,1,,,,,,,done
10.1145/3411764.3445109,1,repeated measure ANOVA,151,<.001,interaction effect with control variable,1,η^2p,.09,,,,,,1,,1,,1,,,,,,,done
10.1145/3411764.3445109,1,repeated measure ANOVA,151,.03,Interaction effect with control variable,1,η^2p,.03,,,,,,1,,1,,1,,,,,,,done
10.1145/3411764.3445109,1,repeated measure ANOVA,151,.23,interaction effect (with Greenhouse-Geisser correction),1,η^2p,.01,,,,,,1,,1,,1,,,,,,,done
10.1145/3411764.3445109,2,Correlation,151,>.05,,1,correlation coefficient,-.004,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445109,3,correlation,151,<.05,,1,correlation coefficient,-.17,,,,1,1,0.5,1,1,,1,,,,,,did not report correlation type,done
10.1145/3411764.3445109,4,correlation,151,> .05,,1,correlation coefficient,„-.14“,,,,1,1,0.5,0.5,1,,,,,,,,"added minus in es_value, < instead of > for p-value",done
10.1145/3411764.3445109,4,correlation,151,> .05,,1,correlation coefficient,.14,,,,,,,,,,,,,1,,,"added minus in es_value, < instead of > for p-value",done
10.1145/3411764.3445109,5,correlation,151,<.01,,1,correlation coefficient,-.22,,,,1,1,0.5,1,1,,1,,,,,,did not report correlation type,done
10.1145/3411764.3445109,6,correlation,151,>.05,,1,correlation coefficient,.11,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445109,7,correlation,151,<.01,,1,correlation coefficient,.21,,,,1,1,0.5,1,1,,,,,,,,,done
10.1145/3411764.3445109,8,correlation,151,>.05,,1,correlation coefficient,.01,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445109,9,correlation,151,>.05,,1,correlation coefficient,-.15,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445109,10,correlation,151,>.05,,1,correlation coefficient,.07,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445109,11,correlation,151,<.01,,1,correlation coefficient,.23,,,,1,1,0.5,1,1,,,,,,,,,done
10.1145/3411764.3445109,12,correlation,151,<.01,,1,correlation coefficient,.44,,,,1,1,0.5,1,1,,,,,,,,,done
10.1145/3411764.3445109,13,correlation,151,>.05,,1,correlation coefficient,-.03,,,,1,1,0.5,0,1,,,,,,,,,done
10.1145/3411764.3445109,14,correlation,151,<.01,,1,correlation coefficient,.24,,,,1,1,0.5,1,1,,,,,,,,,done
10.1145/3411764.3445109,15,correlation,151,<.05,,1,correlation coefficient,-.16,,,,1,1,0.5,1,1,,,,,,,,,done
10.1145/3411764.3445109,16,paired sample t-test,151,.001,,1,d,0.28,,,,,,,,,,1,,,,,,,done
10.1145/3411764.3445109,17,"paired sample t-test, adjusted through Bonferroni correction",151,<.001,,1,d,.38,,,,,,,,,,1,,,,,,,done
10.1145/3411764.3445109,18,"paired sample t-test, adjusted through Bonferroni correction",151,<.001,,1,d,.3,,,,,,,,,,1,,,,,,,done
10.1145/3411764.3445109,19,mediation analysis,151,,,1,unstandardized indirect effect coefficient,-7.59,-4.48,-10.94,95%,1,1,1,1,1,1,1,,,,,,,done
10.1145/3411764.3445109,20,mediation analysis,151,,,1,unstandardized indirect effect coefficient,-8.27,-5.76,-11.12,95%,1,1,1,1,1,1,1,,,,,,,done
10.1145/3411764.3445109,21,mediation analysis,151,,,1,unstandardized indirect effect coefficient,-9.77,-7.11,-12.64,95%,1,1,1,1,1,1,1,,,,,,,done
10.1145/3411764.3445109,,,,,,,,,,,,,,,,,,,descrptive stats,,,,,,done
10.1145/3411764.3445489,1,ANOVA,223,.715,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,2, Chi-squared test,223,.18,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,3,mixed ANOVA with a Greenhouse-Geisser correction,205,<.001,,1,,,,,,1,,,,,,1,,,,,,,done
10.1145/3411764.3445489,3,mixed ANOVA with a Greenhouse-Geisser correction,205,<.001,main effect,1,η^2,.28,,,,1,,,,,,1,,,,as factors,,,done
10.1145/3411764.3445489,3,mixed ANOVA with a Greenhouse-Geisser correction,205,.001,main effect,1,η^2,.08,,,,1,,,,,,1,,,,as factors,,,done
10.1145/3411764.3445489,3,mixed ANOVA with a Greenhouse-Geisser correction,205,<.001,interaction effect,1,η^2,.10,,,,1,,,,,,1,,,,as factors,,,done
10.1145/3411764.3445489,4,paired t-test,68,8,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,5,paired t-test,68,.041,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,6,paired t-test,68,>.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,7,paired t-test,68,<.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,8,paired t-test,68,<.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,9,paired t-test,68,<.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,10,paired t-test,69,<.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,11,t-test,137,<0.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,12,t-test,137,.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,13,t-test,137,.002,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,14,t-test,137,<.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,15,t-test,137,<.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,16,t-test,137,<.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,17,t-test,136,.646,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,18,t-test,136,.931,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,19,t-test,137,.400,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,20,mixed ANOVA with a Greenhouse-Geisser correction,205,,,1,,,,,,1,1,1,,,,1,,,,,,,done
10.1145/3411764.3445489,20,mixed ANOVA with a Greenhouse-Geisser correction,205,<.001,main effect,1,η^2,.269,,,,1,1,1,,,,1,,,,as factors,,,done
10.1145/3411764.3445489,20,mixed ANOVA with a Greenhouse-Geisser correction,205,<.001,main effect,1,η^2,.069,,,,1,1,1,,,,1,,,,as factors,,,done
10.1145/3411764.3445489,20,mixed ANOVA with a Greenhouse-Geisser correction,205,<.001,interaction effect,1,η^2,.069,,,,1,1,1,,,,1,,,,as factors,,,done
10.1145/3411764.3445489,21,paired t-test,68,<.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,22,paired t-test,68,<.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,23,paired t-test,68,<.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,24,paired t-test,69,<.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,25,paired t-test,69,<.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,26,paired t-test,69,<.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,27,t-test,137,.04,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,28,t-test,137,.047,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,29,t-test,137,.003,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,30,t-test,137,<.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,31,t-test,137,<.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,32,t-test,137,<.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,33,t-test,136,.272,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,34,t-test,136,.656,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445489,35,t-test,136,1.00,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3411764.3445615,1,chi-square test,231,<0.001,,1,,,,,,1,,,1,1,,,test statistic,,,,,,done
10.1145/3411764.3445615,2,chi-square test,240,<0.001,,1,,,,,,1,,,1,1,,,test statistic,,,,,,done
10.1145/3411764.3445742,1,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,2,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,3,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,4,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,5,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,6,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,7,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,8,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,9,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,10,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,11,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,12,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,13,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,14,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,15,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,16,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,17,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,18,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,19,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,20,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,21,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,22,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,23,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,24,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,25,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,26,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,27,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,28,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,29,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,30,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,31,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,32,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,33,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,34,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,35,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,36,Mann-Whitney U-test,350,<0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,37,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,38,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,39,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,40,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,41,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3411764.3445742,42,Mann-Whitney U-test,350,>0.05,,1,,,,,,,,,,,,,,,1,,,"reported only in graphics and textual description – llm report not directly relatable, reported 3 tests with 4 factors each",done
10.1145/3491102.3501825,1,Chi-square test,2,0.55,,1,,,,,,1,,,1,?,,,test statistic,,,,,human was uncertain,done
10.1145/3491102.3501825,2,Fisher's exact test,2,<0.01,,1,,,,,,1,,,1,?,,,reliability,,,,,,done
10.1145/3491102.3501825,3,Chi-Squared test,2,0.01,,1,,,,,,1,,,1,?,,,cohens kappa,,,,,,done
10.1145/3491102.3501825,4,Chi-Squared Test,2,<0.01,,1,,,,,,1,,,1,?,,,descriptives,,,1,,,done
10.1145/3491102.3501825,5,Mann-Whitney test,2,377,,1,,,,,,1,,,1,?,,,descriptives,,,1,,,done
10.1145/3491102.3501825,6,Kruskal-Wallis test,2,<0.001,,1,,,,,,1,,,1,?,,,descriptives,,,1,,,done
10.1145/3491102.3501825,7,Pearson's correlation,2,,,1,r,0.62,,,,1,1,1,1,,,1,,,,,,,done
10.1145/3491102.3501825,8,two-way ANOVA,2,,,1,,,,,,1,,,,,,1,descriptives,,,1,,,done
10.1145/3491102.3501825,8,two-way ANOVA,2,<0.01,main effect,1,,,,,,1,,,,,,1,,,,,,,done
10.1145/3491102.3501825,8,two-way ANOVA,2,<0.01,main effect,1,,,,,,1,,,,,,1,,,,,,,done
10.1145/3491102.3501825,8,two-way ANOVA,2,<0.01,interaction effect,1,,,,,,1,,,,,,1,,,,,,,done
10.1145/3491102.3501848,1,ANOVA,1526,737,,1,η^2p,1,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,2,ANOVA,1526,p=0.851,,1,η^2p,1,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,3,ANOVA,1526,852,,1,η^2p,1,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,4,Levene’s Test of Equality of Error Variances,1526,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,5,Levene’s Test of Equality of Error Variances,1526,<0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,6,Box’s Test of Equality of Covari-ance Matrices,1526,p>0.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,7,Box’s Test of Equality of Covariance Matrices,1526,>0.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,8,one-way MANOVA (Wilk's Λ),1526,630,,1,η^2p,11,,,,1,1,1,1,1,,1,,,,1,,,done
10.1145/3491102.3501848,9,one-way MANOVA (Pillai's Trace),1526,183,,1,η^2p,15,,,,1,1,1,1,1,,1,,,,1,,,done
10.1145/3491102.3501848,10,factorial 2 x 2 ANOVA,1526,,,1,,,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,10,factorial 2 x 2 ANOVA,1526,<0.001,main effect,1,η^2p,61,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,10,factorial 2 x 2 ANOVA,1526,118,main effect,1,η^2p,2,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,10,factorial 2 x 2 ANOVA,1526,<0.001,interaction effect,1,η^2p,10,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,10,factorial 2 x 2 ANOVA,1526,93,simple effects analysis,1,η^2p,2,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,10,factorial 2 x 2 ANOVA,1526,<0.001,simple effects analysis,1,η^2p,10,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,11,factorial 2 x 2 ANOVA,1526,,,1,,,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,11,factorial 2 x 2 ANOVA,1526,<0.001,main effect,1,η^2p,26,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,11,factorial 2 x 2 ANOVA,1526,153,main effect,1,η^2p,1,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,11,factorial 2 x 2 ANOVA,1526,<0.001,interaction effect,1,η^2p,9,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,11,factorial 2 x 2 ANOVA,1526,92,simple effects analysis,1,η^2p,2,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,11,factorial 2 x 2 ANOVA,1526,<0.001,simple effects analysis,1,η^2p,9,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,12,factorial 2 x 2 ANOVA ,1526,,,1,,,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,12,factorial 2 x 2 ANOVA ,1526,<0.001,main effect,1,η^2p,33,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,12,factorial 2 x 2 ANOVA ,1526,245,main effect,1,η^2p,1,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,12,factorial 2 x 2 ANOVA ,1526,<0.001,interaction effect,1,η^2p,11,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,12,factorial 2 x 2 ANOVA ,1526,37,simple effects analysis,1,η^2p,3,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,12,factorial 2 x 2 ANOVA ,1526,<0.001,simple effects analysis,1,η^2p,9,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,13,factorial 2 x 2 ANOVA ,1526,,,1,,,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,13,factorial 2 x 2 ANOVA ,1526,<0.001,main effect,1,η^2p,15,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,13,factorial 2 x 2 ANOVA ,1526,765,main effect,1,η^2p,0,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,13,factorial 2 x 2 ANOVA ,1526,2,interaction effect,1,η^2p,6,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,13,factorial 2 x 2 ANOVA ,1526,51,simple effects analysis,1,η^2p,2,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,13,factorial 2 x 2 ANOVA ,1526,18,simple effects analysis,1,η^2p,4,,,,,,,,,,,,,1,,,"reported only in table, recognized partial reporting from text, but does not fit with an individual test, but is more an overview",done
10.1145/3491102.3501848,14,Kolmogorov-Smirnov test,1526,<0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,15,Shapiro-Wilk test,1526,<0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,15,Shapiro-Wilk test,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,15,Shapiro-Wilk test,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,15,Shapiro-Wilk test,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,15,Shapiro-Wilk test,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,15,Shapiro-Wilk test,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,16,Kolmogorov-Smirnov test,1526,200,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,17,Shapiro-Wilk test,1526,997,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,18,mediation analysis,1526,<0.005,,1,unstandardized regression coefficient,397,,,,1,,,,1,,,,,,,,"not recognized the rest of the table, just that there was a mediation analysis",done
